Dataset,N_samples,Threshold,Flip_Count,Mismatch,Max_Abs_magn,Median_magn,Mean_magn,Sum_Abs_magn,Geomean_magn
fri_c4_250_25.csv,250,3e-05,1,1,0.06270331234745061,0.0,0.00048607218873992716,0.06270331234745061,0.0004715526677905313
fri_c4_250_50.csv,250,3e-05,1,1,0.018188361815035747,0.0,7.942516076434824e-05,0.018188361815035747,7.871459243635748e-05
fri_c4_500_10.csv,500,3e-05,1,1,0.019003427253982796,0.0,0.00027541198918815644,0.019003427253982796,0.00027286501197743007
fri_c4_500_100.csv,500,3e-05,1,1,0.0300846926347557,0.0,7.012748865910419e-05,0.0300846926347557,6.90956847129165e-05
fri_c4_500_25.csv,500,3e-05,1,1,0.23653133254163108,0.0,0.001833576221252954,0.23653133254163108,0.0016471701927927018
fruitfly.csv,125,3e-05,1,1,0.56627524575977,0.0,0.01258389435021711,0.56627524575977,0.010020996037794827
german.csv,1000,3e-05,1,1,0.06882584548743033,0.0,0.0006314297751140398,0.06882584548743033,0.0006108351562312819
glass2.csv,163,3e-05,1,1,0.7713899809092564,0.0,0.011867538167834714,0.7713899809092564,0.008835179330082266
grub-damage.csv,155,3e-05,1,1,0.7720905509276821,0.0,0.012657222146355444,0.7720905509276821,0.009423798316681387
haberman.csv,306,3e-05,1,1,1.8177958301533583,0.0,0.044336483662277035,1.8177958301533583,0.025589115296356102
heart-statlog.csv,270,3e-05,1,1,1.819669309831806,0.0,0.022465053207800074,1.819669309831806,0.012880014948583485
heart_c.csv,303,3e-05,1,1,1.0107754260792612,0.0,0.012478708963941496,1.0107754260792612,0.00866100033260997
heart_h.csv,294,3e-05,1,1,0.10906567651998371,0.0,0.001346489833580046,0.10906567651998371,0.0012788161000163445
heart_statlog.csv,270,3e-05,1,1,0.6017766668307867,0.0,0.007429341565812181,0.6017766668307867,0.005833162204113895
kc1-binary.csv,145,3e-05,1,1,1.0002203199327888,0.0,0.0024696798023031825,1.0002203199327888,0.0017132123791683274
kc1-top5.csv,145,3e-05,1,1,10.168566231643126,0.0,0.039502251814863575,15.998411985019748,0.012494543887967113
kc2.csv,522,3e-05,1,1,0.5908379893191358,0.0,0.005228654772735715,0.5908379893191358,0.004116955141490131
kc3.csv,458,3e-05,1,1,6.35644683769594,0.0,0.03758501841718806,6.9532284071797905,0.013405639629782362
parkinsons.csv,195,3e-05,1,1,0.925608693155074,0.0,0.007911185411581829,0.925608693155074,0.005616071349216378
pc1_req.csv,320,3e-05,1,1,0.8719412264690792,0.0,0.014294118466706217,0.8719412264690792,0.010331297887782975
lowbwt.csv,189,3e-05,1,1,0.04771764128721851,0.0,0.0007341175582649002,0.04771764128721851,0.000717397565773048
lsvt.csv,126,3e-05,1,1,3.508007334862902,0.0,0.003370067235524847,4.276615321881031,0.0016373105726450454
lungcancer_GSE31210.csv,226,3e-05,1,1,2.0537721596769707,0.0,0.025253251048857273,3.05564337691173,0.015074977213214602
machine_cpu.csv,209,3e-05,1,1,0.4242064390446678,0.0,0.008003895076314486,0.4242064390446678,0.006694284083793356
mc2.csv,161,3e-05,1,1,0.33097651418819074,0.0,0.0017891566412424112,0.3309939786298461,0.001546764512581067
molecular-biology_promoters.csv,106,3e-05,1,1,2.7735491363438785,0.0,0.010792020004414388,2.773549141134498,0.005180751270144501
